name,year,rating,metacritic
WarioWare: Twisted!,2004,4.26,88.0
Mega Man X8,2004,3.73,68.0
Mega Man Zero 3,2004,4.13,77.0
Shadow Hearts: Covenant,2004,4.36,85.0
Diner Dash,2004,3.89,67.0
GoldenEye: Rogue Agent,2004,3.6,60.0
Suikoden IV,2004,3.47,63.0
Xenosaga Episode II: Jenseits von Gut und Bose,2004,3.75,73.0
Metal Slug Advance,2004,3.44,79.0
Tom Clancy's Ghost Recon 2,2004,3.0,69.0
ShellShock: Nam '67,2004,2.31,54.0
Dead Man's Hand,2004,3.61,63.0
Richard Burns Rally,2004,4.17,74.0
Serious Sam: Next Encounter,2004,3.2,65.0
Dragon Ball Z: Buu's Fury,2004,3.94,62.0
Miami Vice: The Game,2004,2.91,63.0
Van Helsing,2004,3.83,64.0
The Getaway: Black Monday,2004,2.73,57.0
Tenchu: Fatal Shadows,2004,4.2,58.0
Alias: The Game,2004,3.0,64.0
Jet Li: Rise to Honor,2004,4.17,68.0
Dragon Ball Z: Supersonic Warriors,2004,3.44,73.0
Fallout: Brotherhood of Steel,2004,3.0,65.0
Singles: Flirt Up Your Life!,2004,3.2,58.0
Lemony Snicket's A Series of Unfortunate Events,2004,3.73,63.0
Terminator 3: The Redemption,2004,3.0,68.0
"WarioWare, Inc.: Mega Party Games!",2004,4.3,76.0
Front Mission 4,2004,3.22,75.0
ToCA Race Driver 2: Ultimate Racing Simulator,2004,3.44,82.0
Mega Man Battle Network 5,2004,3.86,67.0
Shaman King: Master of Spirits,2004,4.0,72.0
Shining Force: Resurrection of the Dark Dragon,2004,4.5,77.0
City of Heroes,2004,4.0,85.0
EyeToy: Play 2,2004,3.86,77.0
EyeToy: Play 3,2004,4.0,61.0
Yu-Gi-Oh! Capsule Monster Coliseum,2004,4.33,62.0
Mario Golf: Advance Tour,2004,3.33,84.0
Mario Pinball Land,2004,2.86,62.0
Pokemon Emerald Version,2004,4.14,76.0
Spyro Orange: The Cortex Conspiracy,2004,3.33,60.0
Psychonauts,2005,4.04,87.0
Resident Evil 4 (2005),2005,4.4,83.0
F.E.A.R.,2005,4.27,88.0
Star Wars: Battlefront II (2005),2005,4.22,78.0
Day of Defeat: Source,2005,3.19,80.0
Star Wars: Republic Commando,2005,4.18,78.0
Serious Sam 2,2005,3.55,74.0
Need For Speed: Most Wanted,2005,4.46,83.0
Condemned: Criminal Origins,2005,3.82,80.0
Sid Meier's Civilization IV,2005,4.11,94.0
Fable: The Lost Chapters,2005,4.43,83.0
Prince of Persia: The Two Thrones,2005,4.13,85.0
Call of Duty 2,2005,4.21,86.0
"Warhammer 40,000: Dawn of War – Winter Assault",2005,3.94,85.0
Tom Clancy's Splinter Cell Chaos Theory,2005,4.38,92.0
Shadowgrounds,2005,2.81,74.0
Dungeon Siege 2,2005,3.8,80.0
Darwinia,2005,2.72,84.0
Sniper Elite,2005,3.37,76.0
God of War I,2005,4.36,94.0
Quake IV,2005,3.7,81.0
Call of Cthulhu: Dark Corners of the Earth,2005,4.1,76.0
Stubbs the Zombie in Rebel Without a Pulse,2005,3.75,65.0
Fahrenheit (Indigo Prophecy),2005,4.31,85.0
Shadow of the Colossus,2005,4.35,91.0
Devil May Cry 3: Dante's Awakening,2005,4.38,78.0
Still Life,2005,3.76,75.0
Destroy All Humans!,2005,3.75,70.0
X3: Reunion,2005,3.33,71.0
Project: Snowblind,2005,2.75,76.0
GUN,2005,4.02,76.0
Earth 2160,2005,3.15,73.0
SpellForce - Platinum Edition,2005,3.75,74.0
Freedom Force vs. the Third Reich,2005,3.27,86.0
Ys: The Oath in Felghana,2005,4.12,73.0
killer7,2005,4.3,70.0
Kingdom Hearts II,2005,4.35,87.0
Cold Fear,2005,3.86,66.0
Burnout Revenge,2005,4.24,89.0
Brothers in Arms: Road to Hill 30,2005,3.87,87.0
Sudeki,2005,3.88,72.0
Peter Jackson's King Kong: The Official Game of the Movie,2005,3.89,80.0
Grand Theft Auto: Liberty City Stories,2005,4.0,78.0
Battlefield 2,2005,4.2,91.0
Brothers in Arms: Earned in Blood,2005,3.82,84.0
Mario Kart DS,2005,4.27,91.0
GT Legends,2005,3.19,84.0
Doom 3: Resurrection of Evil,2005,3.79,78.0
Ultimate Spider-Man,2005,4.17,74.0
Cossacks 2: Napoleonic Wars,2005,3.93,73.0
Fate (2005),2005,3.74,80.0
Advent Rising,2005,3.86,70.0
Tom Clancy's Rainbow Six: Lockdown,2005,2.66,59.0
Total Overdose,2005,3.85,72.0
Harry Potter and the Goblet of Fire,2005,2.84,67.0
The Punisher,2005,4.03,68.0
Imperial Glory,2005,3.92,69.0
Madagascar,2005,3.94,73.0
Rogue Galaxy,2005,3.9,83.0
Myst V: End of Ages,2005,3.48,80.0
Ratchet: Deadlocked,2005,4.14,81.0
Battlefield 2: Modern Combat,2005,3.54,78.0
Space Empires IV Deluxe,2005,3.25,79.0
Bet on Soldier: Blood Sport,2005,3.04,56.0
SWAT 4,2005,4.08,85.0
The Suffering: Ties That Bind,2005,3.87,74.0
Tony Hawk's American Wasteland,2005,4.14,74.0
Animal Crossing: Wild World,2005,4.28,86.0
True Crime: New York City,2005,3.74,60.0
The Matrix: Path of Neo,2005,3.73,64.0
The Warriors,2005,4.16,84.0
Brigade E5: New Jagged Union,2005,3.52,41.0
The Movies,2005,4.22,84.0
Delta Force: Xtreme,2005,3.0,65.0
Black & White 2,2005,4.1,75.0
Castlevania: Dawn of Sorrow,2005,4.41,89.0
Fire Emblem: Path of Radiance,2005,4.36,85.0
Mario & Luigi: Partners in Time,2005,4.1,86.0
Worms 4: Mayhem,2005,4.04,71.0
Silent Hunter III,2005,4.21,90.0
Super Mario Strikers,2005,4.18,76.0
Sly 3: Honor Among Thieves,2005,4.27,83.0
Yakuza,2005,4.1,75.0
Area 51 (2005),2005,3.65,75.0
Shadow the Hedgehog,2005,3.06,48.0
X-Men Legends II: Rise of Apocalypse,2005,4.14,81.0
Guitar Hero,2005,4.0,91.0
TimeSplitters: Future Perfect,2005,4.38,84.0
Call of Duty 2: Big Red One,2005,3.96,77.0
Star Wars: Episode III: Revenge of the Sith,2005,3.87,66.0
Soul Calibur III,2005,4.26,86.0
Fatal Frame III: The Tormented,2005,4.08,78.0
Rag Doll Kung Fu,2005,2.88,69.0
Sonic Rush,2005,4.02,82.0
Haunting Ground,2005,4.44,67.0
Boiling Point: Road to Hell,2005,3.46,61.0
Midnight Club 3: Dub Edition,2005,4.23,79.0
Pokémon Mystery Dungeon: Red Rescue Team,2005,3.92,67.0
Castlevania: Curse of Darkness,2005,4.09,70.0
Nancy Drew: Secret of the Old Clock,2005,3.75,80.0
Nancy Drew: Last Train to Blue Moon Canyon,2005,4.15,77.0
Medal of Honor: European Assault,2005,4.03,72.0
NBA 2K6,2005,3.0,82.0
Mario Party 7,2005,3.91,64.0
"The Chronicles of Narnia: The Lion, The Witch, and The Wardrobe",2005,4.0,70.0
Forza Motorsport (2005),2005,3.71,92.0
Metal Gear Solid 3: Subsistence,2005,4.44,94.0
We Love Katamari,2005,4.2,86.0
Shin Megami Tensei: Digital Devil Saga 2,2005,4.24,82.0
"Codename: Panzers, Phase Two",2005,4.11,80.0
Darkwatch,2005,4.08,74.0
Kirby: Canvas Curse,2005,3.67,86.0
James Bond 007: From Russia with Love,2005,3.65,70.0
Burnout Legends,2005,4.04,86.0
Drakengard 2,2005,3.26,58.0
Chibi-Robo!,2005,4.35,75.0
Dragon Ball Z: Budokai Tenkaichi,2005,3.74,72.0
SSX on Tour,2005,3.93,81.0
Shadow of Rome,2005,4.47,75.0
Trauma Center: Under the Knife,2005,4.09,81.0
The Incredible Hulk: Ultimate Destruction,2005,4.12,84.0
Prince of Persia: Revelations,2005,3.75,76.0
MediEvil Resurrection,2005,4.27,66.0
Metal Gear Acid 2,2005,3.87,80.0
WWE SmackDown! vs. Raw 2006,2005,4.12,84.0
Pursuit Force,2005,4.14,75.0
GRANDIA III,2005,4.38,77.0
50 Cent: Bulletproof,2005,3.0,47.0
Conker: Live and Reloaded,2005,4.15,78.0
Drill Dozer,2005,4.29,81.0
Crime Life: Gang Wars,2005,4.23,30.0
Dead to Rights 2,2005,2.92,52.0
Mega Man Zero 4,2005,3.71,77.0
Riviera: The Promised Land,2005,3.93,76.0
Need For Speed Underground Rivals,2005,3.87,74.0
Mario Tennis: Power Tour,2005,4.06,81.0
Stolen,2005,2.37,50.0
Far Cry Instincts,2005,3.2,85.0
Big Brain Academy,2005,3.27,74.0
Vietcong 2,2005,3.0,61.0
Tales of Legendia,2005,3.75,72.0
Dragon Quest Heroes: Rocket Slime,2005,4.33,83.0
Radiata Stories,2005,4.14,74.0
Need for Speed: Most Wanted 5-1-0,2005,3.71,79.0
Ridge Racer (PSP),2005,4.17,88.0
Digimon World 4,2005,3.06,52.0
Atelier Iris: Eternal Mana,2005,3.6,74.0
L.A. Rush,2005,2.7,58.0
Scooby-Doo! Unmasked,2005,4.0,61.0
Dead to Rights: Reckoning,2005,3.12,54.0
Genji: Dawn of the Samurai,2005,4.0,74.0
Nicktoons Unite!,2005,3.0,53.0
Atelier Iris 2: The Azoth of Destiny,2005,3.44,68.0
Mega Man Battle Network 6,2005,4.5,63.0
Psychotoxic: Gateway to Hell,2005,2.5,40.0
SRS: Street Racing Syndicate,2005,1.62,62.0
Steambot Chronicles,2005,4.0,74.0
Charlie and the Chocolate Factory,2005,3.33,30.0
Devil Kings,2005,4.5,64.0
Wild Arms Alter Code: F,2005,4.0,73.0
Gunstar Super Heroes,2005,4.0,83.0
Half-Life 2: Episode One,2006,4.38,87.0
Hitman: Blood Money,2006,4.31,82.0
Company of Heroes,2006,3.68,93.0
Tomb Raider: Legend,2006,3.9,82.0
Just Cause,2006,3.3,75.0
Titan Quest,2006,3.9,69.0
Dark Messiah of Might and Magic,2006,4.3,72.0
Gothic 3,2006,3.71,63.0
Gears of War,2006,4.11,90.0
The Elder Scrolls IV: Oblivion,2006,4.33,94.0
FlatOut 2,2006,4.32,76.0
The Ship: Murder Party,2006,2.99,76.0
"Warhammer 40,000: Dawn of War - Dark Crusade",2006,4.2,87.0
DEFCON,2006,3.06,84.0
Dead Rising,2006,3.69,82.0
Civilization IV: Warlords,2006,3.69,84.0
Tom Clancy's Splinter Cell Double Agent,2006,3.79,80.0
Call of Juarez,2006,3.83,72.0
Tom Clancy's Rainbow Six Vegas,2006,3.67,85.0
Need For Speed Carbon,2006,3.94,77.0
Heroes of Might and Magic V,2006,4.18,77.0
Lost Planet: Extreme Condition,2006,3.69,66.0
Devil May Cry 3: Dante's Awakening Special Edition,2006,4.4,76.0
Sid Meier's Railroads!,2006,3.16,77.0
Rome: Total War - Alexander,2006,3.39,79.0
The Legend of Heroes: Trails in the Sky,2006,4.26,85.0
Saints Row,2006,3.51,81.0
Red Orchestra: Ostfront 41-45,2006,3.0,81.0
Call of Duty 3,2006,3.79,81.0
Dreamfall: The Longest Journey,2006,4.24,75.0
Marvel Ultimate Alliance,2006,3.92,81.0
Ys Origin,2006,3.88,76.0
FINAL FANTASY III (3D REMAKE),2006,3.77,68.0
Alpha Prime,2006,2.49,59.0
The Blackwell Legacy,2006,3.77,80.0
Heroes of Might & Magic V: Hammers of Fate,2006,4.12,66.0
Bully,2006,4.38,87.0
Marc Ecko's Getting Up: Contents Under Pressure,2006,4.13,69.0
IL-2 Sturmovik: 1946,2006,3.34,86.0
Disciples II: Gallean's Return,2006,4.48,84.0
Dwarf Fortress,2006,4.34,93.0
Disciples II: Rise of the Elves,2006,4.48,80.0
flOw,2006,3.58,71.0
Rayman Raving Rabbids,2006,3.66,58.0
Tom Clancy's Ghost Recon: Advanced Warfighter,2006,3.48,85.0
Hard Truck: Apocalypse,2006,3.92,45.0
SiN Episodes: Emergence,2006,3.55,75.0
The Godfather: The Game,2006,3.82,74.0
Desperados 2: Cooper's Revenge,2006,3.14,66.0
Test Drive Unlimited,2006,4.01,79.0
Prey (2006),2006,4.08,83.0
Grand Theft Auto: Vice City Stories,2006,4.02,80.0
New Super Mario Bros.,2006,4.16,89.0
Secret Files: Tunguska,2006,3.58,68.0
Dream Pinball 3D,2006,1.55,61.0
Heroes of Annihilated Empires,2006,3.79,65.0
Faces of War,2006,4.19,67.0
Sonic The Hedgehog (2006),2006,2.49,44.0
Wii Sports,2006,4.21,76.0
Gurumin: A Monstrous Adventure,2006,3.3,75.0
Cossacks 2: Battle for Europe,2006,3.67,69.0
El Matador,2006,2.64,54.0
Driver: Parallel Lines,2006,3.6,61.0
Okami,2006,4.4,93.0
Caesar 4,2006,3.45,74.0
Darkstar One,2006,3.0,71.0
Full Spectrum Warrior: Ten Hammers,2006,2.77,70.0
RoboBlitz,2006,2.78,80.0
Gumboy - Crazy Adventures,2006,2.33,69.0
Rogue Trooper,2006,3.69,69.0
CivCity: Rome,2006,3.5,67.0
Final Fantasy XII,2006,4.21,92.0
Perimeter: Emperor's Testament,2006,3.36,72.0
F.E.A.R. Extraction Point,2006,4.03,75.0
Disney•Pixar Cars,2006,3.9,73.0
BLACK,2006,4.07,79.0
WWE SmackDown! vs. Raw 2007,2006,3.76,80.0
Space Empires V,2006,3.08,68.0
N3: Ninety-Nine Nights,2006,3.41,61.0
Small Arms,2006,3.17,73.0
Resistance: Fall of Man,2006,3.69,86.0
Battlefield 2142,2006,3.83,80.0
Destroy All Humans! 2,2006,3.63,74.0
Shin Megami Tensei: Persona 3,2006,4.33,86.0
Mortal Kombat: Armageddon,2006,3.78,76.0
Metal Gear Solid: Portable Ops,2006,3.52,87.0
LocoRoco,2006,4.2,83.0
Dangerous Waters,2006,2.33,82.0
Xpand Rally,2006,2.91,82.0
God Hand,2006,4.4,73.0
Iron Warriors: T - 72 Tank Command,2006,2.44,56.0
Tony Hawk's Project 8,2006,3.41,75.0
Eragon,2006,2.55,50.0
Scarface: The World Is Yours,2006,3.87,75.0
Tekken 5: Dark Resurrection,2006,4.17,82.0
Anno 1701 A.D.,2006,4.09,78.0
Tenchu Z,2006,4.0,56.0
Phantasy Star Universe,2006,3.28,64.0
MX vs. ATV Unleashed,2006,4.05,71.0
Superman Returns: The Videogame,2006,2.23,51.0
Tycoon City: New York,2006,3.89,67.0
Star Wars: Empire at War,2006,4.02,79.0
Castlevania: Portrait of Ruin,2006,4.38,85.0
Rule of Rose,2006,4.15,59.0
Dragon Ball Z: Budokai Tenkaichi 2,2006,4.16,73.0
You Are Empty,2006,3.22,34.0
25 to Life,2006,2.76,39.0
Metroid Prime Hunters,2006,3.64,85.0
Dirge of Cerberus: Final Fantasy VII,2006,3.38,57.0
Blazing Angels: Squadrons of WWII,2006,2.92,66.0
Over the Hedge,2006,3.75,65.0
Yakuza 2,2006,4.29,77.0
American McGee Presents Bad Day LA,2006,2.69,28.0
NHL 07,2006,3.16,76.0
Barnyard,2006,3.94,66.0
The Sims 2: Pets,2006,3.85,64.0
Reservoir Dogs,2006,2.84,50.0
Commandos: Strike Force,2006,3.37,60.0
Ice Age 2: The Meltdown,2006,3.89,68.0
Nancy Drew: Danger by Design,2006,3.79,70.0
ToCA Race Driver 3,2006,4.08,83.0
Nancy Drew: The Creature of Kapu Cave,2006,3.2,68.0
Onechanbara: Bikini Samurai Squad,2006,2.67,39.0
Cooking Mama,2006,3.94,67.0
MotorStorm,2006,3.97,84.0
Top Spin 2,2006,3.8,72.0
Elite Beat Agents,2006,4.36,87.0
Tiger Woods PGA Tour 07,2006,1.88,78.0
SWAT 4: The Stetchkov Syndicate,2006,4.09,80.0
OutRun 2006: Coast 2 Coast,2006,4.39,81.0
Jeanne d'Arc,2006,4.08,87.0
Onimusha: Dawn of Dreams,2006,3.92,81.0
Alien Shooter: Vengeance,2006,3.89,67.0
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,2006,4.08,74.0
Super Princess Peach,2006,3.92,75.0
Armored Core 4,2006,3.57,65.0
Suikoden V,2006,4.38,76.0
Ape Escape 3,2006,4.35,77.0
Medal of Honor: Heroes,2006,3.52,71.0
Pirates of the Caribbean: The Legend of Jack Sparrow,2006,2.76,50.0
Resident Evil: Deadly Silence,2006,3.25,71.0
Made Man,2006,2.75,45.0
Fight Night Round 3,2006,4.05,84.0
Mega Man ZX,2006,3.5,76.0
Urban Chaos: Riot Response,2006,4.4,73.0
Mega Man Maverick Hunter X,2006,4.55,79.0
Xenosaga Episode III: Also sprach Zarathustra,2006,4.0,81.0
Ace Combat Zero: The Belkan War,2006,4.47,75.0
Star Wars: Empire at War - Forces of Corruption,2006,3.95,75.0
Paradise,2006,3.58,57.0
SpongeBob SquarePants: Creature from the Krusty Krab,2006,2.91,65.0
Midnight Club 3: DUB Edition Remix,2006,4.6,86.0
Black & White 2: Battle of the Gods,2006,3.7,69.0
Far Cry Instincts: Evolution,2006,3.0,78.0
Trauma Center: Second Opinion,2006,3.89,80.0
Mega Man Powered Up,2006,3.75,82.0
Wild Arms 5,2006,3.88,71.0
Warhammer: Mark of Chaos,2006,3.64,73.0
Naruto: Ninja Council,2006,3.56,60.0
Ace Combat X: Skies of Deception,2006,4.2,75.0
Age of Empires: The Age of Kings,2006,3.62,92.0
Need for Speed: Carbon – Own the City,2006,3.5,76.0
Atelier Iris 3: Grand Phantasm,2006,3.33,63.0
Super Monkey Ball: Banana Blitz,2006,3.83,74.0
Tony Hawk's Downhill Jam,2006,3.0,64.0
Dragon Ball Z: Shin Budokai,2006,4.17,70.0
Dawn of Mana,2006,3.29,57.0
Ankh,2006,3.57,74.0
Justice League: Heroes,2006,3.11,68.0
Nicktoons: Battle for Volcano Island,2006,2.33,64.0
Portal,2007,4.49,90.0
BioShock,2007,4.36,96.0
Team Fortress 2,2007,3.68,92.0
Half-Life 2: Episode Two,2007,4.46,90.0
Mass Effect,2007,4.39,89.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,4.27,82.0
Assassin's Creed,2007,3.92,80.0
Overlord,2007,3.82,81.0
Crysis,2007,4.01,91.0
Call of Duty 4: Modern Warfare,2007,4.39,92.0
Tomb Raider: Anniversary,2007,3.95,83.0
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2007,3.98,86.0
Uncharted: Drake's Fortune,2007,4.03,88.0
Company of Heroes: Opposing Fronts,2007,3.45,87.0
LEGO Star Wars - The Complete Saga,2007,4.1,77.0
Kane and Lynch: Dead Men,2007,3.59,67.0
Halo 3,2007,4.37,91.0
God of War II,2007,4.4,93.0
Medieval II: Total War,2007,4.09,88.0
Unreal Tournament 3 Black,2007,3.78,83.0
The Lord of the Rings Online,2007,3.17,86.0
Penumbra Overture,2007,3.71,73.0
Rome: Total War - Collection,2007,3.99,92.0
Civilization IV: Beyond the Sword,2007,3.75,86.0
RACE 07,2007,2.16,83.0
Supreme Commander,2007,3.79,86.0
Supreme Commander: Forged Alliance,2007,3.85,81.0
X-Blades,2007,2.6,54.0
Shadowgrounds Survivor,2007,2.64,79.0
Eschalon: Book I,2007,2.43,75.0
FlatOut: Ultimate Carnage,2007,3.98,79.0
LEGO Indiana Jones: The Original Adventures,2007,3.87,78.0
Super Mario Galaxy,2007,4.35,97.0
Aquaria,2007,3.5,82.0
Painkiller Overdose,2007,3.28,65.0
Command & Conquer 3: Tiberium Wars,2007,4.06,85.0
TimeShift,2007,3.73,71.0
Europa Universalis III Complete,2007,3.41,83.0
Battlestations: Midway,2007,2.72,76.0
Medal of Honor: Airborne,2007,3.69,78.0
Jade Empire: Special Edition,2007,4.11,81.0
Viva Piñata,2007,3.58,81.0
Heroes of Might & Magic V: Tribes of the East,2007,4.21,70.0
Clive Barker's Jericho,2007,3.69,62.0
UFO: Afterlight,2007,2.42,71.0
Sam & Max: Episode 201 - Ice Station Santa,2007,3.0,82.0
Need for Speed: ProStreet,2007,3.53,72.0
Titan Quest: Immortal Throne,2007,4.14,80.0
Peggle,2007,3.91,88.0
The Darkness,2007,4.03,81.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,3.42,82.0
TEKKEN 6,2007,3.82,80.0
The Witcher,2007,4.17,81.0
Lost Odyssey,2007,4.1,78.0
Death to Spies,2007,3.53,69.0
"Pokémon Diamond, Pearl",2007,4.19,85.0
Stranglehold,2007,3.75,77.0
Spider-Man 3,2007,3.21,62.0
Hospital Tycoon,2007,3.09,51.0
Puzzle Quest: Challenge of the Warlords,2007,3.97,84.0
Sherlock Holmes - Nemesis,2007,3.29,71.0
Fantasy Wars,2007,3.38,67.0
Crazy Machines 2,2007,3.27,72.0
Harry Potter and the Order of the Phoenix,2007,3.5,65.0
Colin McRae: DiRT,2007,3.96,83.0
The Simpsons Game,2007,3.75,70.0
The Legend of Zelda: Phantom Hourglass,2007,4.04,90.0
Transformers: The Game,2007,2.92,56.0
Geometry Wars: Retro Evolved,2007,3.82,76.0
TMNT,2007,3.29,56.0
Guitar Hero III: Legends of Rock,2007,4.4,82.0
No More Heroes,2007,4.21,77.0
World of Warcraft: The Burning Crusade,2007,4.41,91.0
Bus Driver,2007,2.95,61.0
Theatre of War,2007,3.56,66.0
Kingdom Hearts Re: Chain of Memories,2007,3.51,68.0
Boom Boom Rocket,2007,3.02,69.0
Eternal Sonata,2007,3.86,80.0
Sinking Island,2007,3.8,68.0
Railroad Tycoon II Platinum,2007,3.92,89.0
Safecracker: The Ultimate Puzzle Adventure,2007,2.67,69.0
Manhunt 2,2007,3.59,67.0
Silent Hill: Origins,2007,3.78,78.0
Dragon Ball Z: Budokai Tenkaichi 3,2007,4.37,73.0
World in Conflict,2007,4.26,89.0
Pirates of the Caribbean: At World's End,2007,3.47,57.0
The Legend of Heroes: Trails in the Sky the 3rd,2007,4.44,83.0
Depths of Peril,2007,2.62,79.0
Vigil: Blood Bitterness,2007,1.67,61.0
7 Wonders II,2007,3.25,60.0
Professor Layton and the Curious Village,2007,4.39,85.0
Ace Combat 6: Fires of Liberation,2007,3.67,80.0
FIFA 08,2007,3.76,80.0
WarHawk,2007,3.41,84.0
7 Wonders of the Ancient World,2007,2.86,62.0
F.E.A.R. Perseus Mandate,2007,3.86,61.0
Maelstrom: The Battle for Earth Begins,2007,2.56,58.0
Apollo Justice: Ace Attorney,2007,4.18,78.0
Spider-Man: Friend or Foe,2007,3.09,60.0
Overclocked: A History of Violence,2007,3.24,70.0
Silverfall,2007,3.33,62.0
Enemy Territory: Quake Wars,2007,3.29,71.0
The World Ends With You DS,2007,4.34,90.0
Conan,2007,3.05,69.0
Heavenly Sword,2007,3.82,79.0
Thrillville: Off the Rails,2007,3.06,70.0
Metroid Prime 3: Corruption,2007,4.39,90.0
Obscure: The Aftermath,2007,3.94,59.0
Ratchet & Clank Future: Tools of Destruction,2007,4.18,89.0
Jack Keane,2007,3.0,69.0
Culpa Innata,2007,4.27,66.0
Ratchet & Clank: Size Matters,2007,3.67,74.0
Super Paper Mario,2007,4.09,85.0
Virtua Tennis 3,2007,4.07,80.0
Loki,2007,3.0,61.0
Shrek the Third,2007,3.28,58.0
WarioWare: Smooth Moves,2007,4.43,83.0
Soldier of Fortune: Payback,2007,2.46,48.0
Fuzion Frenzy 2,2007,3.0,49.0
Fire Emblem: Radiant Dawn,2007,4.31,78.0
SEGA Rally,2007,3.53,75.0
Infernal,2007,3.36,61.0
Mario Party DS,2007,3.94,72.0
Everyday Shooter,2007,2.25,77.0
Juiced 2: Hot Import Nights,2007,3.23,67.0
Wii Play,2007,3.46,58.0
Mario Party 8,2007,3.75,62.0
The Elder Scrolls 4: Shivering Isles,2007,4.53,86.0
CSI: Hard Evidence,2007,3.09,56.0
Beowulf: The Game,2007,2.56,49.0
Castlevania: The Dracula X Chronicles,2007,4.0,80.0
City Life 2008,2007,3.67,66.0
NHL 08,2007,3.45,76.0
Rayman Raving Rabbids 2,2007,3.56,67.0
Mario & Sonic at the Olympic Games,2007,3.38,67.0
Silent Hunter IV: Wolves of the Pacific,2007,3.25,79.0
Nancy Drew: Legend of the Crystal Skull,2007,4.18,79.0
Blazing Angels 2: Secret Missions of WWII,2007,3.14,72.0
Burnout Dominator,2007,4.0,76.0
Unreal Tournament 3,2007,4.0,84.0
Medieval II: Total War Kingdoms,2007,4.32,85.0
Final Fantasy XII: Revenant Wings,2007,3.3,81.0
Sonic Rush Adventure,2007,3.97,78.0
Call of Duty: Roads to Victory,2007,3.59,77.0
Pokémon Battle Revolution,2007,3.5,53.0
DW:GUNDAM,2007,3.5,58.0
Folklore,2007,3.76,75.0
The Golden Compass,2007,2.07,38.0
The Sims 2: Seasons,2007,3.97,78.0
Tiger Woods PGA Tour 08,2007,3.12,71.0
Ninja Gaiden Sigma,2007,4.24,80.0
Syphon Filter: Logan's Shadow,2007,3.82,85.0
Prince of Persia: Rival Swords,2007,4.0,74.0
Odin Sphere,2007,4.5,83.0
Medal of Honor Heroes 2,2007,3.68,69.0
Kingdom Hearts II Final Mix,2007,4.53,87.0
MySims,2007,3.76,70.0
Medal of Honor: Vanguard,2007,3.57,63.0
The Sims 2: Bon Voyage,2007,3.9,74.0
Tony Hawk's Proving Ground,2007,3.54,70.0
Naruto: Ultimate Ninja Heroes,2007,3.75,70.0
Prince of Persia Classic,2007,3.1,77.0
Sherlock Holmes: The Awakened (2007),2007,3.11,73.0
Etrian Odyssey,2007,3.08,75.0
Zack & Wiki: Quest for Barbaros' Treasure,2007,4.15,87.0
Driver '76,2007,3.42,57.0
Jackass: The Game,2007,3.18,58.0
Pursuit Force: Extreme Justice,2007,4.46,73.0
Mega Man ZX Advent,2007,3.43,78.0
Ar Tonelico: Melody of Elemia,2007,4.0,71.0
Time Hollow,2007,3.89,64.0
Trauma Center: New Blood,2007,3.86,77.0
Diddy Kong Racing DS,2007,4.12,63.0
Raw Danger!,2007,4.5,63.0
"Warhammer 40,000: Squad Command",2007,3.33,67.0
SpongeBob's Atlantis SquarePantis,2007,2.56,64.0
Chili Con Carnage,2007,3.44,74.0
Grand Theft Auto IV,2008,4.26,95.0
The Witcher: Enhanced Edition Director's Cut,2008,4.06,86.0
Mirror's Edge,2008,4.07,81.0
Dead Space (2008),2008,4.39,86.0
Left 4 Dead,2008,4.1,89.0
Saints Row 2,2008,3.57,78.0
Castle Crashers,2008,3.89,84.0
Fallout 3,2008,4.08,91.0
Braid,2008,4.15,92.0
GRID (2008),2008,3.66,87.0
Far Cry 2,2008,3.46,85.0
Tomb Raider: Underworld,2008,3.7,80.0
S.T.A.L.K.E.R.: Clear Sky,2008,3.88,75.0
World of Goo,2008,4.03,90.0
Call of Duty: World at War,2008,3.95,83.0
Bully: Scholarship Edition,2008,4.13,72.0
Prince of Persia (2008),2008,3.78,82.0
Viking: Battle for Asgard,2008,2.51,66.0
SPORE,2008,4.15,84.0
AudioSurf,2008,3.93,85.0
Valkyria Chronicles,2008,4.07,85.0
LEGO Batman,2008,3.76,80.0
Mount & Blade,2008,3.9,72.0
Gears of War 2,2008,4.28,93.0
Overlord: Raising Hell,2008,3.71,72.0
King's Bounty: The Legend,2008,4.2,79.0
Assassin's Creed: Director's Cut Edition,2008,3.92,79.0
Burnout Paradise,2008,4.09,87.0
Crysis Warhead,2008,3.81,84.0
Fable II,2008,4.14,89.0
Sid Meier's Civilization IV: Colonization,2008,3.62,83.0
LittleBigPlanet,2008,4.09,95.0
The Last Remnant,2008,3.25,66.0
Devil May Cry 4,2008,4.13,78.0
Command & Conquer: Red Alert 3,2008,3.99,82.0
Metal Gear Solid 4: Guns of the Patriots,2008,4.38,94.0
Tom Clancy's Rainbow Six Vegas 2,2008,3.77,78.0
Need For Speed Undercover,2008,3.22,65.0
Multiwinia,2008,2.15,76.0
Bionic Commando: Rearmed,2008,3.25,86.0
Toki Tori,2008,2.84,80.0
Penumbra: Requiem,2008,3.36,67.0
Alone in the Dark (2008),2008,3.35,55.0
Battlefield: Bad Company,2008,3.95,84.0
Rise of the Argonauts,2008,3.05,59.0
